"DATE.TIME,""hour"",""day"",""lab"",""analyzer"",""CO2_in"",""CO2_S"",""CO2_N"",""CH4_in"",""CH4_S"",""CH4_N"",""NH3_in"",""NH3_S"",""NH3_N"",""H2O_in"",""H2O_S"",""H2O_N"",""n_animals"",""m_weight"",""p_pregnancy_day"",""Y1_milk_prod"",""Temperature"""
"2025-04-11 03:00:00,3,2025-04-11,""MBBM"",""FTIR.4"",512.753958333333,444.65875,464.5375,7.36375,2.14833333333333,3.74,0.82625,0.1975,0.314166666666667,0.7475,0.703333333333333,0.7175,50.75,545.1818182,119.5510204,31.21864407,6.251666667"
"2025-04-11 04:00:00,4,2025-04-11,""MBBM"",""FTIR.4"",526.629166666667,447.120416666667,466.430416666667,7.93833333333333,2.15083333333333,3.67583333333333,0.824375,0.17125,0.27875,0.741875,0.711666666666667,0.713333333333333,54,545.1818182,119.5510204,31.21864407,6.549166667"
"2025-04-11 05:00:00,5,2025-04-11,""MBBM"",""FTIR.4"",535.879583333333,446.727916666667,464.45375,8.81479166666667,2.16958333333333,3.42541666666667,0.819583333333333,0.176666666666667,0.310833333333333,0.754791666666667,0.718333333333333,0.72375,51,545.1818182,119.5510204,31.21864407,7.038333333"
"2025-04-11 06:00:00,6,2025-04-11,""MBBM"",""FTIR.4"",554.712083333333,447.194583333333,474.64875,10.9520833333333,2.23791666666667,4.41041666666667,0.832708333333333,0.192916666666667,0.288333333333333,0.769791666666667,0.7325,0.738333333333333,51.5,545.1818182,119.5510204,31.21864407,8.2375"
"2025-04-11 07:00:00,7,2025-04-11,""MBBM"",""FTIR.4"",551.584583333333,444.124166666667,467.44875,11.4922916666667,2.23333333333333,4.08125,0.883125,0.184583333333333,0.280416666666667,0.78125,0.75,0.7525,52.5,545.1818182,119.5510204,31.21864407,11.62166667"
"2025-04-11 08:00:00,8,2025-04-11,""MBBM"",""FTIR.4"",537.752291666667,443.139166666667,462.164583333333,10.1914583333333,2.22541666666667,3.82291666666667,0.852916666666667,0.195,0.305,0.800208333333333,0.764583333333333,0.767916666666667,53,545.1818182,119.5510204,31.21864407,14.85916667"
"2025-04-11 09:00:00,9,2025-04-11,""MBBM"",""FTIR.4"",522.635416666667,441.155416666667,457.3125,8.9525,2.20916666666667,3.52,0.883541666666667,0.187083333333333,0.27875,0.813333333333334,0.776666666666667,0.7775,48.5,545.1818182,119.5510204,31.21864407,15.85666667"
"2025-04-11 10:00:00,10,2025-04-11,""MBBM"",""FTIR.4"",526.265208333333,438.6125,457.796666666667,10.16125,2.11083333333333,3.7125,0.885,0.175,0.337083333333333,0.824791666666667,0.777083333333333,0.782083333333333,45.5,545.1818182,119.5510204,31.21864407,12.95166667"
"2025-04-11 11:00:00,11,2025-04-11,""MBBM"",""FTIR.4"",545.977291666667,438.08375,458.636666666667,11.6320833333333,2.1475,4.2625,0.957291666666667,0.194166666666667,0.314583333333333,0.83125,0.7675,0.782083333333333,46,545.1818182,119.5510204,31.21864407,12.64833333"
"2025-04-11 12:00:00,12,2025-04-11,""MBBM"",""FTIR.4"",554.340833333333,438.429583333333,458.69,12.305625,2.225,4.0075,1.025,0.195,0.312083333333333,0.8375,0.784166666666667,0.794166666666667,45.5,545.1818182,119.5510204,31.21864407,13.685"
"2025-04-11 13:00:00,13,2025-04-11,""MBBM"",""FTIR.4"",528.335625,437.426666666667,458.62,9.90125,2.19125,3.98166666666667,1.03416666666667,0.201666666666667,0.3,0.837916666666667,0.79,0.795416666666667,43.25,545.1818182,119.5510204,31.21864407,16.23666667"
"2025-04-11 14:00:00,14,2025-04-11,""MBBM"",""FTIR.4"",545.774166666667,437.34125,463.631666666667,11.0370833333333,2.19875,4.3375,1.07166666666667,0.205,0.340833333333333,0.860208333333333,0.8025,0.814166666666667,47,545.1818182,119.5510204,31.21864407,17.26"
"2025-04-11 15:00:00,15,2025-04-11,""MBBM"",""FTIR.4"",537.762083333333,437.784166666667,460.737916666667,10.5047916666667,2.20375,4.14916666666667,1.08395833333333,0.199166666666667,0.333333333333333,0.86375,0.799583333333333,0.811666666666667,45.25,545.1818182,119.5510204,31.21864407,16.01916667"
"2025-04-11 16:00:00,16,2025-04-11,""MBBM"",""FTIR.4"",547.449375,439.429583333333,446.14125,11.3758333333333,2.47666666666667,3.06416666666667,1.37395833333333,0.260416666666667,0.306666666666667,0.889791666666667,0.805,0.813333333333333,45.25,545.1818182,119.5510204,31.21864407,15.745"
"2025-04-11 17:00:00,17,2025-04-11,""MBBM"",""FTIR.4"",579.109583333333,440.899166666667,442.204583333333,14.0208333333333,2.59125,2.73791666666667,1.73479166666667,0.2425,0.286666666666667,0.904583333333333,0.803333333333333,0.816666666666667,46.75,545.1818182,119.5510204,31.21864407,14.79166667"
"2025-04-11 18:00:00,18,2025-04-11,""MBBM"",""FTIR.4"",670.357708333333,438.97875,467.501666666667,21.1875,2.33,5.24583333333333,2.60895833333333,0.282916666666667,0.423333333333333,0.951458333333333,0.827916666666667,0.837916666666667,47.5,545.1818182,119.5510204,31.21864407,13.53833333"
"2025-04-11 19:00:00,19,2025-04-11,""MBBM"",""FTIR.4"",684.014583333333,450.99,488.7275,22.3945833333333,2.78375,6.11,2.321875,0.29,0.56375,0.95625,0.837083333333333,0.857083333333333,47,545.1818182,119.5510204,31.21864407,13.01083333"
"2025-04-11 20:00:00,20,2025-04-11,""MBBM"",""FTIR.4"",635.291458333333,453.082916666667,502.428333333333,16.645625,2.69666666666667,6.51958333333333,1.77666666666667,0.27625,0.546666666666667,0.946875,0.857916666666666,0.875833333333333,45.5,545.1818182,119.5510204,31.21864407,12.75916667"
"2025-04-11 21:00:00,21,2025-04-11,""MBBM"",""FTIR.4"",654.540416666667,463.311666666667,509.360833333333,18.0252083333333,3.15541666666667,6.64791666666667,1.81270833333333,0.329166666666667,0.557916666666667,0.965,0.87875,0.89,47.75,545.1818182,119.5510204,31.21864407,12.80833333"
"2025-04-11 22:00:00,22,2025-04-11,""MBBM"",""FTIR.4"",601.754375,455.209583333333,525.75625,13.3564583333333,2.53958333333333,7.67708333333333,1.3925,0.2975,0.63375,0.961041666666667,0.9,0.918333333333333,48,545.1818182,119.5510204,31.21864407,11.15333333"
"2025-04-11 23:00:00,23,2025-04-11,""MBBM"",""FTIR.4"",582.110166666667,448.05375,486.849166666667,12.4865,2.33833333333333,5.65666666666667,1.45816666666667,0.235,0.390416666666667,0.9535,0.934166666666667,0.94,45.5,545.1818182,119.5510204,31.21864407,9.908333333"
"2025-04-12 00:00:00,0,2025-04-12,""MBBM"",""FTIR.4"",677.520833333333,453.147083333333,467.3125,19.7847222222222,2.7075,4.45916666666667,1.88972222222222,0.222083333333333,0.310833333333333,1.04944444444444,0.9575,0.961666666666667,44.75,545.1818182,119.5510204,31.28305085,8.869166667"
"2025-04-12 01:00:00,1,2025-04-12,""MBBM"",""FTIR.4"",658.837291666667,452.277083333333,470.007916666667,17.8475,2.55125,4.40125,2.12645833333333,0.24125,0.315416666666667,1.03354166666667,0.955416666666667,0.95875,48.2,545.1818182,119.5510204,31.28305085,7.8525"
"2025-04-12 02:00:00,2,2025-04-12,""MBBM"",""FTIR.4"",634.454375,458.56875,473.9825,15.65625,2.2925,4.57708333333333,1.85583333333333,0.232916666666667,0.326666666666667,1.00875,0.935,0.9575,50.5,545.1818182,119.5510204,31.28305085,8.175833333"
"2025-04-12 03:00:00,3,2025-04-12,""MBBM"",""FTIR.4"",603.269583333333,460.90125,491.093333333333,13.021875,2.48166666666667,5.02,1.61458333333333,0.244583333333333,0.43,0.983333333333333,0.922916666666667,0.937916666666667,45.75,545.1818182,119.5510204,31.28305085,8.700833333"
"2025-04-12 04:00:00,4,2025-04-12,""MBBM"",""FTIR.4"",620.94125,457.671666666667,470.329166666667,14.1714583333333,2.25291666666667,3.05541666666667,1.593125,0.239583333333333,0.335,0.999166666666667,0.950833333333333,0.944166666666666,52.25,545.1818182,119.5510204,31.28305085,8.885"
"2025-04-12 05:00:00,5,2025-04-12,""MBBM"",""FTIR.4"",615.671041666667,457.9025,460.504166666667,13.6604166666667,2.02291666666667,2.22916666666667,1.33708333333333,0.24875,0.24375,1.01020833333333,0.95875,0.96125,48.25,545.1818182,119.5510204,31.28305085,9.3125"
"2025-04-12 06:00:00,6,2025-04-12,""MBBM"",""FTIR.4"",636.565416666667,460.55375,474.57375,17.3202083333333,2.12708333333333,3.42833333333333,1.16604166666667,0.205416666666667,0.305,1.02208333333333,0.967916666666667,0.97625,47.75,545.1818182,119.5510204,31.28305085,9.8525"
"2025-04-12 07:00:00,7,2025-04-12,""MBBM"",""FTIR.4"",650.26,460.080416666667,496.658333333333,18.5120833333333,2.39541666666667,5.38708333333333,1.26395833333333,0.24125,0.368333333333333,1.031875,0.962916666666667,0.975833333333333,49.25,545.1818182,119.5510204,31.28305085,10.31833333"
"2025-04-12 08:00:00,8,2025-04-12,""MBBM"",""FTIR.4"",608.912916666667,451.169166666667,480.945833333333,14.8972916666667,2.35458333333333,4.74,1.27375,0.216666666666667,0.379166666666667,1.01833333333333,0.948333333333333,0.962083333333333,50.25,545.1818182,119.5510204,31.28305085,10.82833333"
"2025-04-12 09:00:00,9,2025-04-12,""MBBM"",""FTIR.4"",607.608125,448.72875,470.41625,15.5110416666667,2.32916666666667,4.4225,1.21229166666667,0.235,0.274583333333333,1.01416666666667,0.950416666666666,0.96,50.5,545.1818182,119.5510204,31.28305085,13.40166667"
"2025-04-12 10:00:00,10,2025-04-12,""MBBM"",""FTIR.4"",565.689583333333,445.532916666667,456.420833333333,12.2754166666667,2.07666666666667,2.96125,1.16604166666667,0.215833333333333,0.30125,1.00333333333333,0.95125,0.960833333333333,47.5,545.1818182,119.5510204,31.28305085,18.76916667"
"2025-04-12 11:00:00,11,2025-04-12,""MBBM"",""FTIR.4"",573.316833333333,444.171666666667,448.744583333333,13.0263333333333,2.06083333333333,2.45833333333333,1.0505,0.193333333333333,0.27625,0.99,0.915,0.94,47,545.1818182,119.5510204,31.28305085,19.75583333"
"2025-04-12 12:00:00,12,2025-04-12,""MBBM"",""FTIR.4"",580.988958333333,442.030416666667,443.205,13.2335416666667,2.06666666666667,2.1725,1.145,0.21375,0.249583333333333,0.993541666666667,0.912083333333333,0.927916666666667,46.25,545.1818182,119.5510204,31.28305085,21.28583333"
"2025-04-12 13:00:00,13,2025-04-12,""MBBM"",""FTIR.4"",554.644583333333,439.033333333333,442.29125,11.4847916666667,1.99125,2.25625,1.67791666666667,0.247916666666667,0.22375,0.96625,0.8675,0.905,46,545.1818182,119.5510204,31.28305085,21.39333333"
"2025-04-12 14:00:00,14,2025-04-12,""MBBM"",""FTIR.4"",570.545625,438.89125,449.816666666667,13.0177083333333,2.15583333333333,3.01541666666667,1.78958333333333,0.240416666666667,0.325,0.93625,0.814166666666667,0.851666666666667,46.5,545.1818182,119.5510204,31.28305085,18.80666667"
"2025-04-12 15:00:00,15,2025-04-12,""MBBM"",""FTIR.4"",566.0375,439.27125,446.772916666667,12.4325,2.1275,2.78875,1.31194444444444,0.218333333333333,0.234166666666667,0.909444444444444,0.792916666666667,0.808333333333333,44.5,545.1818182,119.5510204,31.28305085,21.35333333"
"2025-04-12 16:00:00,16,2025-04-12,""MBBM"",""FTIR.4"",564.54,442.602083333333,437.63625,12.4408333333333,2.38708333333333,2.06,1.23083333333333,0.210833333333333,0.185833333333333,0.905208333333333,0.774583333333333,0.782916666666667,44.75,545.1818182,119.5510204,31.28305085,19.65"
"2025-04-12 17:00:00,17,2025-04-12,""MBBM"",""FTIR.4"",602.935208333333,445.734166666667,438.959583333333,15.2504166666667,2.40458333333333,1.98958333333333,1.4025,0.2475,0.19125,0.820416666666667,0.686666666666667,0.725,46.75,545.1818182,119.5510204,31.28305085,15.295"
"2025-04-12 18:00:00,18,2025-04-12,""MBBM"",""FTIR.4"",654.993958333333,459.797083333333,441.222083333333,19.2410416666667,3.50666666666667,1.97041666666667,1.87083333333333,0.35625,0.203333333333333,0.89125,0.750833333333333,0.7175,46.75,545.1818182,119.5510204,31.28305085,12.14916667"
"2025-04-12 19:00:00,19,2025-04-12,""MBBM"",""FTIR.4"",708.259791666667,449.254166666667,441.391666666667,23.6902083333333,2.58,2.03791666666667,1.73895833333333,0.254166666666667,0.192916666666667,0.975625,0.850416666666667,0.85125,47.5,545.1818182,119.5510204,31.28305085,10.58333333"
"2025-04-12 20:00:00,20,2025-04-12,""MBBM"",""FTIR.4"",820.253333333333,470.39625,446.335,32.32625,3.80958333333333,1.99125,2.0925,0.28125,0.152083333333333,1.00791666666667,0.866666666666667,0.851666666666666,47.25,545.1818182,119.5510204,31.28305085,9.678333333"
"2025-04-12 21:00:00,21,2025-04-12,""MBBM"",""FTIR.4"",810.8925,454.608333333333,452.460833333333,30.6975,1.95791666666667,1.97125,2.04708333333333,0.25875,0.206666666666667,0.979583333333333,0.806666666666667,0.822083333333333,47.75,545.1818182,119.5510204,31.28305085,8.9425"
"2025-04-12 22:00:00,22,2025-04-12,""MBBM"",""FTIR.4"",780.224166666667,462.659166666667,454.928333333333,26.431875,2.57916666666667,1.95083333333333,2.48541666666667,0.282083333333333,0.192083333333333,0.913541666666667,0.764166666666667,0.757083333333333,46.5,545.1818182,119.5510204,31.28305085,8.393333333"
"2025-04-12 23:00:00,23,2025-04-12,""MBBM"",""FTIR.4"",729.727333333333,457.790833333333,453.587916666667,22.8903333333333,2.28458333333333,1.95958333333333,1.99966666666667,0.267916666666667,0.19625,0.927833333333333,0.807083333333333,0.79375,45.5,545.1818182,119.5510204,31.28305085,7.313333333"
"2025-04-13 00:00:00,0,2025-04-13,""MBBM"",""FTIR.4"",720.846944444444,464.52,456.462083333333,21.9211111111111,2.52708333333333,1.95833333333333,1.95611111111111,0.250416666666667,0.211666666666667,0.912222222222222,0.829166666666667,0.823333333333333,49,545.1818182,119.5510204,31.075,8.0475"
"2025-04-13 01:00:00,1,2025-04-13,""MBBM"",""FTIR.4"",718.295833333333,476.368333333333,473.630416666667,20.6389583333333,2.26583333333333,2.00666666666667,1.700625,0.25625,0.198333333333333,0.91,0.834166666666667,0.820833333333334,49,545.1818182,119.5510204,31.075,7.1225"
"2025-04-13 02:00:00,2,2025-04-13,""MBBM"",""FTIR.4"",663.818958333333,455.75375,458.875,17.0833333333333,1.9825,1.9925,1.51208333333333,0.196666666666667,0.174583333333333,0.926875,0.880416666666667,0.875,49.75,545.1818182,119.5510204,31.075,7.5725"
"2025-04-13 03:00:00,3,2025-04-13,""MBBM"",""FTIR.4"",635.37625,464.074166666667,462.181666666667,14.4308333333333,2.04375,1.97208333333333,1.02333333333333,0.187916666666667,0.18125,0.900208333333333,0.849166666666667,0.862083333333333,50.25,545.1818182,119.5510204,31.075,8.071666667"
"2025-04-13 04:00:00,4,2025-04-13,""MBBM"",""FTIR.4"",630.538125,538.405,464.789166666667,13.52125,2.1275,2.00583333333333,1.01229166666667,0.1975,0.187083333333333,0.889375,0.858333333333333,0.844166666666667,52.75,545.1818182,119.5510204,31.075,8.995"
"2025-04-13 05:00:00,5,2025-04-13,""MBBM"",""FTIR.4"",619.54,470.858333333333,464.219166666667,13.2310416666667,1.9975,2.02416666666667,1.079375,0.1375,0.162916666666667,0.8875,0.857916666666667,0.84,53,545.1818182,119.5510204,31.075,11.76333333"
"2025-04-13 06:00:00,6,2025-04-13,""MBBM"",""FTIR.4"",780.156458333333,467.805,455.162916666667,30.3360416666667,2.20416666666667,2.0525,1.11979166666667,0.175416666666667,0.189166666666667,0.941875,0.857083333333333,0.855833333333333,51,545.1818182,119.5510204,31.075,16.02"
"2025-04-13 07:00:00,7,2025-04-13,""MBBM"",""FTIR.4"",709.139166666667,456.119583333333,450.702916666667,25.5433333333333,2.02666666666667,2.02708333333333,1.08645833333333,0.19875,0.164583333333333,0.950625,0.867916666666667,0.87125,49.25,545.1818182,119.5510204,31.075,19.66416667"
"2025-04-13 08:00:00,8,2025-04-13,""MBBM"",""FTIR.4"",659.681458333333,447.790416666667,448.699583333333,20.6877083333333,2.03625,2.125,1.10958333333333,0.1975,0.174166666666667,0.969583333333333,0.89625,0.895,46.25,545.1818182,119.5510204,31.075,20.4425"
"2025-04-13 09:00:00,9,2025-04-13,""MBBM"",""FTIR.4"",633.830625,444.572916666667,443.854583333333,18.4772916666667,2.00333333333333,2.005,1.41479166666667,0.1975,0.194583333333333,1.01020833333333,0.910416666666667,0.91875,49.5,545.1818182,119.5510204,31.075,22.9175"
"2025-04-13 10:00:00,10,2025-04-13,""MBBM"",""FTIR.4"",630.1475,440.43875,442.899583333333,18.121875,2.00416666666667,2.1775,2.03625,0.200833333333333,0.237083333333333,1.05375,0.94125,0.944583333333333,46.25,545.1818182,119.5510204,31.075,22.21083333"
"2025-04-13 11:00:00,11,2025-04-13,""MBBM"",""FTIR.4"",586.79875,439.2875,444.680416666667,14.2758333333333,2.02166666666667,2.45958333333333,2.07083333333333,0.195416666666667,0.23,1.063125,0.94875,0.939166666666667,48.25,545.1818182,119.5510204,31.075,23.2575"
"2025-04-13 12:00:00,12,2025-04-13,""MBBM"",""FTIR.4"",585.004583333333,439.155,441.317916666667,14.108125,2.07708333333333,2.2975,2.18979166666667,0.239166666666667,0.259166666666667,1.09479166666667,0.972083333333333,0.981666666666667,46.75,545.1818182,119.5510204,31.075,23.03416667"
"2025-04-13 13:00:00,13,2025-04-13,""MBBM"",""FTIR.4"",522.835833333333,437.841666666667,439.9875,8.70604166666667,2.0425,2.23625,1.530625,0.230416666666667,0.199583333333333,1.08145833333333,0.992916666666667,1.00375,47.25,545.1818182,119.5510204,31.075,22.05166667"
"2025-04-13 14:00:00,14,2025-04-13,""MBBM"",""FTIR.4"",528.324583333333,439.667916666667,442.085416666667,9.1625,2.03458333333333,2.33083333333333,1.22979166666667,0.22875,0.20625,1.10791666666667,1.01958333333333,1.04166666666667,50.75,545.1818182,119.5510204,31.075,19.90166667"
"2025-04-13 15:00:00,15,2025-04-13,""MBBM"",""FTIR.4"",527.0425,442.5725,460.540833333333,8.769375,2.08208333333333,3.56583333333333,0.983541666666667,0.165,0.34625,1.1075,1.0425,1.05375,50.25,545.1818182,119.5510204,31.075,20.78416667"
"2025-04-13 16:00:00,16,2025-04-13,""MBBM"",""FTIR.4"",543.185,445.992083333333,473.201666666667,10.0477083333333,2.16833333333333,4.2525,1.02333333333333,0.17875,0.424583333333333,1.138125,1.10208333333333,1.11125,50,545.1818182,119.5510204,31.075,19.8125"
"2025-04-13 17:00:00,17,2025-04-13,""MBBM"",""FTIR.4"",560.119791666667,442.15125,472.550416666667,11.10875,2.12208333333333,4.3725,1.14791666666667,0.214166666666667,0.485416666666667,1.18583333333333,1.1,1.13708333333333,46.5,545.1818182,119.5510204,31.075,17.80416667"
"2025-04-13 18:00:00,18,2025-04-13,""MBBM"",""FTIR.4"",598.678333333333,445.79125,479.715416666667,14.1379166666667,2.25583333333333,4.90125,1.52666666666667,0.220833333333333,0.545833333333333,1.183125,1.09708333333333,1.09791666666667,47,545.1818182,119.5510204,31.075,16.905"
"2025-04-13 19:00:00,19,2025-04-13,""MBBM"",""FTIR.4"",692.7425,452.206666666667,505.220833333333,20.893125,2.26416666666667,6.49208333333333,2.67541666666667,0.261666666666667,0.660833333333333,1.259375,1.12916666666667,1.14958333333333,46.25,545.1818182,119.5510204,31.075,14.97583333"
"2025-04-13 20:00:00,20,2025-04-13,""MBBM"",""FTIR.4"",639.759166666667,454.592916666667,555.427083333333,16.284375,2.365,10.2308333333333,1.98708333333333,0.235833333333333,0.874583333333333,1.21645833333333,1.10458333333333,1.16625,49,545.1818182,119.5510204,31.075,13.31833333"
"2025-04-13 21:00:00,21,2025-04-13,""MBBM"",""FTIR.4"",585.871666666667,452.062916666667,475.924583333333,12.30875,2.3775,4.00541666666667,1.65895833333333,0.269166666666667,0.44375,1.29979166666667,1.33375,1.245,48.75,545.1818182,119.5510204,31.075,12.90333333"
"2025-04-13 22:00:00,22,2025-04-13,""MBBM"",""FTIR.4"",686.889375,458.701666666667,486.038333333333,18.934375,2.21833333333333,4.21166666666667,3.66020833333333,0.26625,0.395833333333333,1.42895833333333,1.3225,1.3325,47.75,545.1818182,119.5510204,31.075,12.69583333"
"2025-04-13 23:00:00,23,2025-04-13,""MBBM"",""FTIR.4"",702.241,461.128333333333,467.090416666667,19.7036666666667,2.07458333333333,2.65375,2.80733333333333,0.285,0.3275,1.31016666666667,1.31166666666667,1.315,48,545.1818182,119.5510204,31.075,11.44916667"
"2025-04-14 00:00:00,0,2025-04-14,""MBBM"",""FTIR.4"",657.78,458.756666666667,460.564166666667,16.1439583333333,2.12791666666667,2.19333333333333,2.084375,0.218333333333333,0.309583333333333,1.36354166666667,1.26291666666667,1.27833333333333,46.5,545.1818182,119.5510204,31.88,11.2"
"2025-04-14 01:00:00,1,2025-04-14,""MBBM"",""FTIR.4"",603.222083333333,460.267916666667,464.398333333333,11.8366666666667,2.16625,2.48708333333333,1.64083333333333,0.27,0.293333333333333,1.27854166666667,1.22625,1.2325,47.4,545.1818182,119.5510204,31.88,10.4"
"2025-04-14 02:00:00,2,2025-04-14,""MBBM"",""FTIR.4"",620.865208333333,464.498333333333,479.648333333333,12.8116666666667,2.17875,3.31625,2.02041666666667,0.257083333333333,0.33375,1.248125,1.18,1.1975,50.5,545.1818182,119.5510204,31.88,9.66"
"2025-04-14 03:00:00,3,2025-04-14,""MBBM"",""FTIR.4"",722.568958333333,463.001666666667,467.595833333333,19.2575,2.08875,2.43458333333333,2.23875,0.26625,0.289583333333333,1.22708333333333,1.15333333333333,1.16625,48.5,545.1818182,119.5510204,31.88,9.51"
"2025-04-14 04:00:00,4,2025-04-14,""MBBM"",""FTIR.4"",651.396666666667,476.553333333333,468.9775,14.3002083333333,2.5875,2.3475,2.029375,0.25875,0.2425,1.18104166666667,1.09375,1.13666666666667,51.5,545.1818182,119.5510204,31.88,9.55"
"2025-04-14 05:00:00,5,2025-04-14,""MBBM"",""FTIR.4"",788.13875,468.214583333333,479.32875,25.0102083333333,2.0275,2.79708333333333,2.29083333333333,0.225833333333333,0.255416666666667,1.17208333333333,1.115,1.11,53.25,545.1818182,119.5510204,31.88,12.76"
"2025-04-14 06:00:00,6,2025-04-14,""MBBM"",""FTIR.4"",716.626041666667,476.21,476.9225,21.0297916666667,2.1875,2.4125,1.7,0.255416666666667,0.2875,1.13958333333333,1.11208333333333,1.12291666666667,50,545.1818182,119.5510204,31.88,17.38"
"2025-04-14 07:00:00,7,2025-04-14,""MBBM"",""FTIR.4"",678.442916666667,468.894583333333,483.258333333333,18.9777083333333,2.17875,3.10791666666667,1.71229166666667,0.235833333333333,0.296666666666667,1.18354166666667,1.14208333333333,1.1175,48.75,545.1818182,119.5510204,31.88,19.85"
"2025-04-14 08:00:00,8,2025-04-14,""MBBM"",""FTIR.4"",566.644791666667,457.194166666667,467.808333333333,10.2910416666667,2.16458333333333,2.68208333333333,1.315625,0.20625,0.31125,1.220625,1.17583333333333,1.16625,50,545.1818182,119.5510204,31.88,21.23"
"2025-04-14 09:00:00,9,2025-04-14,""MBBM"",""FTIR.4"",554.148958333333,454.944583333333,475.431666666667,9.84395833333333,2.18541666666667,3.71333333333333,1.39895833333333,0.247083333333333,0.408333333333333,1.284375,1.215,1.22791666666667,50.25,545.1818182,119.5510204,31.88,23.6"
"2025-04-14 10:00:00,10,2025-04-14,""MBBM"",""FTIR.4"",544.47625,450.615833333333,476.39125,9.32041666666667,2.17791666666667,4.09666666666667,1.34333333333333,0.284583333333333,0.395,1.28041666666667,1.21333333333333,1.225,45.5,545.1818182,119.5510204,31.88,23.74"
"2025-04-14 11:00:00,11,2025-04-14,""MBBM"",""FTIR.4"",576.782291666667,445.161666666667,454.335833333333,13.4852083333333,2.19291666666667,2.97958333333333,1.70875,0.261666666666667,0.305,1.29895833333333,1.185,1.21291666666667,50.5,545.1818182,119.5510204,31.88,24.36"
"2025-04-14 12:00:00,12,2025-04-14,""MBBM"",""FTIR.4"",599.847291666667,442.6475,454.085,15.6079166666667,2.19375,3.1475,2.04458333333333,0.255416666666667,0.40625,1.21416666666667,1.05458333333333,1.10875,49,545.1818182,119.5510204,31.88,22.98"
"2025-04-14 13:00:00,13,2025-04-14,""MBBM"",""FTIR.4"",575.826666666667,439.610416666667,460.23375,13.2591666666667,2.23125,4.00083333333333,1.88125,0.235833333333333,0.372916666666667,1.035625,0.804166666666667,0.908333333333333,46.75,545.1818182,119.5510204,31.88,22.7"
"2025-04-14 14:00:00,14,2025-04-14,""MBBM"",""FTIR.4"",560.259791666667,437.0275,456.56125,12.5254166666667,2.2925,3.955,1.693125,0.272083333333333,0.452916666666667,0.899375,0.781666666666667,0.787916666666667,46.5,545.1818182,119.5510204,31.88,22.42"
"2025-04-14 15:00:00,15,2025-04-14,""MBBM"",""FTIR.4"",632.81875,446.8,459.27625,18.1316666666667,2.8875,4.03833333333333,2.92666666666667,0.281666666666667,0.447916666666667,0.957708333333333,0.77125,0.78625,48.75,545.1818182,119.5510204,31.88,23.67"
"2025-04-14 16:00:00,16,2025-04-14,""MBBM"",""FTIR.4"",613.471875,440.097916666667,469.814166666667,15.63375,2.12666666666667,4.53916666666667,2.70645833333333,0.284166666666667,0.48125,0.922708333333333,0.72875,0.760833333333333,48.5,545.1818182,119.5510204,31.88,22.06"
"2025-04-14 17:00:00,17,2025-04-14,""MBBM"",""FTIR.4"",614.61625,457.09125,472.057916666667,15.400625,3.26208333333333,4.5625,2.20479166666667,0.285,0.480416666666667,0.897916666666667,0.724166666666667,0.76125,49,545.1818182,119.5510204,31.88,17.88"
"2025-04-14 18:00:00,18,2025-04-14,""MBBM"",""FTIR.4"",643.687291666667,452.4475,442.350833333333,17.3758333333333,2.96125,2.01958333333333,2.653125,0.360833333333333,0.236666666666667,0.914583333333333,0.779583333333333,0.71625,51,545.1818182,119.5510204,31.88,15.07"
"2025-04-14 19:00:00,19,2025-04-14,""MBBM"",""FTIR.4"",693.79125,483.73625,443.50125,22.0741666666667,5.21333333333333,2.01208333333333,3.25145833333333,0.431666666666667,0.278333333333333,1.04270833333333,0.87625,0.858333333333333,50,545.1818182,119.5510204,31.88,13.48"
"2025-04-14 20:00:00,20,2025-04-14,""MBBM"",""FTIR.4"",833.510625,450.171666666667,450.517083333333,33.3377083333333,2.29833333333333,2.12708333333333,3.72333333333333,0.37375,0.2375,1.02645833333333,0.8,0.8075,48,545.1818182,119.5510204,31.88,12.01"
"2025-04-14 21:00:00,21,2025-04-14,""MBBM"",""FTIR.4"",856.899583333333,462.864583333333,447.929583333333,33.86875,2.9075,2.14958333333333,3.62291666666667,0.33875,0.231666666666667,1.01166666666667,0.805,0.79,47.5,545.1818182,119.5510204,31.88,11.59"
"2025-04-14 22:00:00,22,2025-04-14,""MBBM"",""FTIR.4"",760.051875,498.223333333333,471.860416666667,24.2625,4.35,2.13041666666667,2.190625,0.374583333333333,0.212916666666667,0.955,0.812083333333333,0.794583333333333,47.5,545.1818182,119.5510204,31.88,11.35"
"2025-04-14 23:00:00,23,2025-04-14,""MBBM"",""FTIR.4"",780.305208333333,474.54125,470.539166666667,25.4370833333333,2.30125,2.10458333333333,2.16625,0.328333333333333,0.2075,0.955208333333333,0.803333333333333,0.799583333333333,49,545.1818182,119.5510204,31.88,12.2"
"2025-04-15 00:00:00,0,2025-04-15,""MBBM"",""FTIR.4"",737.089722222222,509.32625,499.750833333333,19.75,2.75291666666667,2.11208333333333,2.25055555555556,0.324583333333333,0.214166666666667,0.970277777777778,0.864166666666667,0.84375,49,545.1818182,119.5510204,31.62166667,12.92"
