"DATE.TIME,""hour"",""day"",""lab"",""analyzer"",""CO2_in"",""CO2_S"",""CO2_N"",""CH4_in"",""CH4_S"",""CH4_N"",""NH3_in"",""NH3_S"",""NH3_N"",""H2O_in"",""H2O_S"",""H2O_N"",""n_animals"",""m_weight"",""p_pregnancy_day"",""Y1_milk_prod"",""Temperature"""
"2025-04-10 06:00:00,6,2025-04-10,""ATB"",""CRDS.1"",608.352103294685,434.395470860926,459.12949683913,17.4799995420028,2.32365856338074,4.89761929343037,0.890990223959509,0.0592646646761815,0.123907041335815,0.822362078286065,0.775628833504649,0.789276774072833,52.25,545.1818182,119.5510204,31.315,6.741666667"
"2025-04-10 07:00:00,7,2025-04-10,""ATB"",""CRDS.1"",588.049030372074,434.931550342371,458.165733404722,15.5312136160805,2.45857743219037,4.72803802100055,0.945995620683018,0.0607822039853222,0.112669752907407,0.815988573185963,0.765678562820741,0.782364636545481,51.75,545.1818182,119.5510204,31.315,7.99"
"2025-04-10 08:00:00,8,2025-04-10,""ATB"",""CRDS.1"",565.51332332074,430.992286875222,452.452519106408,14.0660251455371,2.24042097385685,4.27117144140185,0.921273459908509,0.0602308093936982,0.108005814809672,0.784111513344139,0.740423739236759,0.74887247076787,52.75,545.1818182,119.5510204,31.315,8.808333333"
"2025-04-10 09:00:00,9,2025-04-10,""ATB"",""CRDS.1"",568.200543924722,430.568886331833,436.350495121815,14.0781754795519,2.2682936362337,2.96594113108334,0.909315185424268,0.0647985395371796,0.11981435311663,0.790581789362278,0.732612232054074,0.737758471097537,46.5,545.1818182,119.5510204,31.315,10.09666667"
"2025-04-10 10:00:00,10,2025-04-10,""ATB"",""CRDS.1"",537.69058611112,430.390062730371,438.463956197611,11.5756266370468,2.32106377236407,3.17161622991796,0.886386737905361,0.06449848175115,0.107836881835128,0.787845024165046,0.755697890712796,0.749697120782315,46,545.1818182,119.5510204,31.315,13.65166667"
"2025-04-10 11:00:00,11,2025-04-10,""ATB"",""CRDS.1"",540.100463126861,434.281126588704,447.512949268018,12.0273580695268,2.72127368468314,4.15265240584148,0.825212089723148,0.06551606744325,0.125442292662981,0.807123096023537,0.766150752796778,0.774830587017241,47.25,545.1818182,119.5510204,31.315,14.71083333"
"2025-04-10 12:00:00,12,2025-04-10,""ATB"",""CRDS.1"",509.386781300296,426.764273340389,444.827172283629,9.76640920679251,2.12718994195685,3.91509569936981,0.775796217888593,0.0674715359362204,0.151983502478111,0.812171269894222,0.779631693833926,0.773830839694963,45.25,545.1818182,119.5510204,31.315,16.03083333"
"2025-04-10 13:00:00,13,2025-04-10,""ATB"",""CRDS.1"",540.910106490991,425.955251112759,457.072532731796,12.4224765232369,2.25480566828815,4.30985011014037,0.858714356767704,0.0649630983416833,0.159002668996055,0.836996152825111,0.787425992000222,0.790685274704519,49.75,545.1818182,119.5510204,31.315,16.76166667"
"2025-04-10 14:00:00,14,2025-04-10,""ATB"",""CRDS.1"",513.02539292237,424.17893341663,444.0616538215,10.0544176804063,2.19610919061111,4.10785340437925,0.739027647732639,0.0622154431280722,0.152268001558352,0.845460602280093,0.784111609696482,0.804657465722204,47,545.1818182,119.5510204,31.315,15.39166667"
"2025-04-10 15:00:00,15,2025-04-10,""ATB"",""CRDS.1"",509.766844928972,422.999585628444,440.69780668763,9.7795207457949,2.2178246755113,3.91652903887612,0.763775479637287,0.0610039652387815,0.166822576108315,0.851897015996287,0.799756904360074,0.829957467943111,49.5,545.1818182,119.5510204,31.315,16.50583333"
"2025-04-10 16:00:00,16,2025-04-10,""ATB"",""CRDS.1"",508.391544948074,422.664466068833,443.495822963018,10.0052562445259,2.27538576374093,4.24483493991296,0.894121750389074,0.0671647754038537,0.174481492377185,0.865317827387907,0.812040384687463,0.823331800273741,48.5,545.1818182,119.5510204,31.315,15.40583333"
"2025-04-10 17:00:00,17,2025-04-10,""ATB"",""CRDS.1"",525.375481475352,421.526029456352,442.699584531778,11.2263734784589,2.16765633149537,4.20277913248111,1.17395917885884,0.0653289412941148,0.182418579372611,0.86220554923951,0.7918927194625,0.825367713625425,48.5,545.1818182,119.5510204,31.315,12.99083333"
"2025-04-10 18:00:00,18,2025-04-10,""ATB"",""CRDS.1"",551.214903861204,424.625649482537,451.248143444685,14.9037971450186,2.29585863172982,4.78036391775185,1.11580253559732,0.0657050881374001,0.189398557295574,0.847217255908685,0.768373329994778,0.806652869145612,50,545.1818182,119.5510204,31.315,10.65166667"
"2025-04-10 19:00:00,19,2025-04-10,""ATB"",""CRDS.1"",529.465207129806,426.214716551519,459.146097632797,10.898472407951,2.17056772286722,5.06768918121482,0.807690293832981,0.0585103825867612,0.218190915633371,0.82728562761825,0.79389516381487,0.807784244414759,53,545.1818182,119.5510204,31.315,8.799166667"
"2025-04-10 20:00:00,20,2025-04-10,""ATB"",""CRDS.1"",525.416882644769,429.809116649074,454.247156475648,10.2744778156795,2.21370311874815,4.28954378319296,0.726579034550722,0.0513887066581314,0.200118636365352,0.832963030536324,0.788944811371555,0.808191976380982,50.25,545.1818182,119.5510204,31.315,7.319166667"
"2025-04-10 21:00:00,21,2025-04-10,""ATB"",""CRDS.1"",503.504677693555,431.004267802204,453.478193950593,8.26473644622927,2.15867483041333,4.06437440522759,0.6577756943305,0.0490296107281333,0.189686346382352,0.812063221155417,0.777526666758556,0.790565776692278,49.25,545.1818182,119.5510204,31.315,7.268333333"
"2025-04-10 22:00:00,22,2025-04-10,""ATB"",""CRDS.1"",469.047638359139,430.882244272907,447.602538058148,5.26666088624287,2.1053924280187,3.50312902399315,0.464347388391935,0.0433000630191148,0.140249989146556,0.787926807707491,0.772377456096519,0.792944460162444,50.25,545.1818182,119.5510204,31.315,7.165"
"2025-04-10 23:00:00,23,2025-04-10,""ATB"",""CRDS.1"",464.407214409398,429.741410937982,446.861590785556,4.90351762501213,2.13499306455556,3.45869047475037,0.451940188266241,0.0432292929886871,0.129692042727297,0.783511690158324,0.767384650836111,0.776277778738852,49,545.1818182,119.5510204,31.315,7.190833333"
"2025-04-11 00:00:00,0,2025-04-11,""ATB"",""CRDS.1"",471.04515252538,430.484388310074,451.688307186315,5.34855578048435,2.11511497836074,3.81839709848796,0.43869988578138,0.0426489232493,0.136124887745074,0.781776917710222,0.767630573962204,0.767761692814037,49,545.1818182,119.5510204,31.21864407,6.895833333"
"2025-04-11 01:00:00,1,2025-04-11,""ATB"",""CRDS.1"",490.55645667113,431.234389716222,454.665885909759,7.01076220810213,2.1514435817774,4.01083328516166,0.523184442028315,0.0464877484356648,0.156860167735296,0.804667999158741,0.791044167089296,0.794194594355463,47.4,545.1818182,119.5510204,31.21864407,6.143333333"
"2025-04-11 02:00:00,2,2025-04-11,""ATB"",""CRDS.1"",491.628808403333,431.087983290519,454.0775280765,7.1199826878325,2.26041973530723,4.09291366311407,0.593973784447722,0.0505328339467722,0.169054629002778,0.820956696123583,0.793921864663925,0.803492334425334,48.75,545.1818182,119.5510204,31.21864407,5.969166667"
"2025-04-11 03:00:00,3,2025-04-11,""ATB"",""CRDS.1"",495.273659194509,429.367469715074,447.603625774518,7.58497384532232,2.16001058519667,3.81975317029889,0.583780836685926,0.0492958190992982,0.152483463306685,0.775503855416037,0.738932773305926,0.771977209371111,50.75,545.1818182,119.5510204,31.21864407,6.251666667"
"2025-04-11 04:00:00,4,2025-04-11,""ATB"",""CRDS.1"",504.740268790963,431.001908782759,451.622476211982,7.97730593266444,2.20686337080111,3.95489900008888,0.632918480847741,0.0479342107155963,0.13356433215837,0.765604624764426,0.744696365829185,0.751927935051204,54,545.1818182,119.5510204,31.21864407,6.549166667"
"2025-04-11 05:00:00,5,2025-04-11,""ATB"",""CRDS.1"",513.505190902657,430.728452046314,449.793936395963,8.65928426520778,2.20376704096388,3.73361377378204,0.609108710861935,0.0500186587063759,0.142310244239834,0.781483045277185,0.754230472513908,0.75595711308637,51,545.1818182,119.5510204,31.21864407,7.038333333"
"2025-04-11 06:00:00,6,2025-04-11,""ATB"",""CRDS.1"",544.550931163991,430.867556681981,455.026713462722,11.9781488796542,2.23367976587482,4.35223603294759,0.666748372151083,0.0536268269250871,0.135996234147537,0.798683423017056,0.77000902420537,0.766664097293982,51.5,545.1818182,119.5510204,31.21864407,8.2375"
"2025-04-11 07:00:00,7,2025-04-11,""ATB"",""CRDS.1"",538.006253375907,429.703533419907,451.187790565833,12.2280279049019,2.28256158448963,4.18836299973685,0.70234319301238,0.0567098353446093,0.139512657448741,0.812298358798065,0.786055278090574,0.797303472460481,52.5,545.1818182,119.5510204,31.21864407,11.62166667"
"2025-04-11 08:00:00,8,2025-04-11,""ATB"",""CRDS.1"",520.864481050833,427.251149559666,450.932178691074,10.6472112354568,2.24800190840944,4.35507981784315,0.704947262488148,0.0591901535948889,0.152349049942703,0.829372665474324,0.804131520497555,0.804910882994,53,545.1818182,119.5510204,31.21864407,14.85916667"
"2025-04-11 09:00:00,9,2025-04-11,""ATB"",""CRDS.1"",506.501524500537,425.690175801371,442.874545867833,9.28424653934898,2.22882421579019,3.81764415506851,0.728266695671129,0.0645488763564093,0.158874940252296,0.845135671868398,0.818053415388833,0.813693677226815,48.5,545.1818182,119.5510204,31.21864407,15.85666667"
"2025-04-11 10:00:00,10,2025-04-11,""ATB"",""CRDS.1"",505.076458072648,423.690969046333,442.836100239408,9.67518522268287,2.20057661736889,3.89712540164981,0.73326228620325,0.0659043896460259,0.160973184637037,0.85658288262176,0.825540144541981,0.814998080597074,45.5,545.1818182,119.5510204,31.21864407,12.95166667"
"2025-04-11 11:00:00,11,2025-04-11,""ATB"",""CRDS.1"",527.112606259898,422.739448038481,445.828017774352,11.7451720517531,2.15745669413778,4.65639540294833,0.773898732364408,0.0646874019380685,0.164645819057907,0.858671197863695,0.805058297440314,0.809711179921611,46,545.1818182,119.5510204,31.21864407,12.64833333"
"2025-04-11 12:00:00,12,2025-04-11,""ATB"",""CRDS.1"",530.635571741009,423.455831983667,447.118172689944,11.9586610208838,2.25399008546278,4.60345563202259,0.823866208622574,0.0620639440256277,0.151676101646185,0.86786839317125,0.82459085901887,0.822511437831185,45.5,545.1818182,119.5510204,31.21864407,13.685"
"2025-04-11 13:00:00,13,2025-04-11,""ATB"",""CRDS.1"",515.986000204815,422.48574614563,439.695801301222,10.6210420816961,2.21243761936445,3.87082863138612,0.889519444753732,0.0615153953304982,0.150254501274426,0.871377201694463,0.830138838523722,0.823182551635167,43.25,545.1818182,119.5510204,31.21864407,16.23666667"
"2025-04-11 14:00:00,14,2025-04-11,""ATB"",""CRDS.1"",525.662502059213,423.059199452463,447.526785175963,11.4272869172775,2.35060135385074,4.57033223817463,0.864053047326426,0.0633088789943907,0.166761541285,0.89039478639212,0.848074843785778,0.845933177138537,47,545.1818182,119.5510204,31.21864407,17.26"
"2025-04-11 15:00:00,15,2025-04-11,""ATB"",""CRDS.1"",520.823715046426,421.513264792055,452.246772897926,11.1345409021923,2.30251495006796,4.06722518891278,0.93478860683912,0.0648146068349019,0.168215232668407,0.896978083251269,0.843508671238129,0.848821850552315,45.25,545.1818182,119.5510204,31.21864407,16.01916667"
"2025-04-11 16:00:00,16,2025-04-11,""ATB"",""CRDS.1"",516.618009623898,422.855440179963,431.14140051587,10.6524648053735,2.49651491551981,3.37767295860093,1.01427073883717,0.0728098584619019,0.137868521895185,0.913255819466046,0.838485480116426,0.86079712683176,45.25,545.1818182,119.5510204,31.21864407,15.745"
"2025-04-11 17:00:00,17,2025-04-11,""ATB"",""CRDS.1"",551.827272324972,426.158221855963,434.89482315363,13.5558524122565,2.75288940441241,3.66310576005833,1.23890653390772,0.0702647674402889,0.128228541971871,0.915618474162482,0.833448741853907,0.86475776242987,46.75,545.1818182,119.5510204,31.21864407,14.79166667"
"2025-04-11 18:00:00,18,2025-04-11,""ATB"",""CRDS.1"",649.302320648389,425.026641542593,451.812585356445,21.6363568861056,2.57183744686018,5.24685684775259,1.8658035874037,0.0828448681035148,0.208996742652611,0.9660966489485,0.863081192791723,0.879569806552278,47.5,545.1818182,119.5510204,31.21864407,13.53833333"
"2025-04-11 19:00:00,19,2025-04-11,""ATB"",""CRDS.1"",677.756166877935,432.258806158241,484.918039423833,23.7306179465861,2.63092023803203,7.32079182319796,1.70858908934732,0.0893575698253944,0.322335407281407,0.980652497568389,0.872039437267667,0.902089008504352,47,545.1818182,119.5510204,31.21864407,13.01083333"
"2025-04-11 20:00:00,20,2025-04-11,""ATB"",""CRDS.1"",623.776723565398,435.542396347463,473.328675997629,17.7936663553565,2.67097870911648,5.61330049663149,1.41397941334759,0.0908413390737481,0.262259196570111,0.974282048746861,0.898370601635593,0.908074917184778,45.5,545.1818182,119.5510204,31.21864407,12.75916667"
"2025-04-11 21:00:00,21,2025-04-11,""ATB"",""CRDS.1"",652.232481052046,443.713662901037,487.515507640092,19.6096897523509,3.01724997699148,6.48149826179037,1.37290882355759,0.122346407208852,0.252747418952222,0.995651415052315,0.91998215725337,0.924013512575723,47.75,545.1818182,119.5510204,31.21864407,12.80833333"
"2025-04-11 22:00:00,22,2025-04-11,""ATB"",""CRDS.1"",596.41530556712,439.712168299037,494.899722045444,14.7062844455768,2.60218713588518,6.76400235440112,1.08579626058478,0.132667082282907,0.297665093029908,0.997340075599972,0.943725249349481,0.94233528865037,48,545.1818182,119.5510204,31.21864407,11.15333333"
"2025-04-11 23:00:00,23,2025-04-11,""ATB"",""CRDS.1"",584.543343396704,430.789459712833,468.967654410555,14.415459291426,2.32024168540018,5.90289439714037,1.28349314699676,0.0895746028214129,0.213366399965759,1.03554801973111,0.980129479321167,0.966425886318093,45.5,545.1818182,119.5510204,31.21864407,9.908333333"
"2025-04-12 00:00:00,0,2025-04-12,""ATB"",""CRDS.1"",657.879144818278,436.771693116074,451.739010093982,20.2713301704157,2.84403700654852,4.64039179492426,1.46188135118056,0.0840289048647778,0.145186948266815,1.08066836224889,1.00447912001552,0.9843652237645,44.75,545.1818182,119.5510204,31.28305085,8.869166667"
"2025-04-12 01:00:00,1,2025-04-12,""ATB"",""CRDS.1"",654.02768794975,434.439512965463,453.966598216277,19.552252302913,2.4063077680776,4.6648438059124,1.54085754594306,0.0864070128666481,0.13540634202274,1.06796678353917,1.00457229594356,0.969389930008834,48.2,545.1818182,119.5510204,31.28305085,7.8525"
"2025-04-12 02:00:00,2,2025-04-12,""ATB"",""CRDS.1"",608.121986627213,438.993905464555,457.027886207833,15.5332821431685,2.22515571282148,4.79070936147981,1.33528119468472,0.0819635344115981,0.170656984626277,1.04030211351036,0.981155759982389,0.968099722810982,50.5,545.1818182,119.5510204,31.28305085,8.175833333"
"2025-04-12 03:00:00,3,2025-04-12,""ATB"",""CRDS.1"",596.386556065898,439.414203745,473.371886167685,14.361013824507,2.27644857455111,5.35759571085815,1.24288698944408,0.0795346248283,0.180647246884463,1.01959202905569,0.970269024512519,0.948855033370611,45.75,545.1818182,119.5510204,31.28305085,8.700833333"
"2025-04-12 04:00:00,4,2025-04-12,""ATB"",""CRDS.1"",590.041805191185,439.299633866666,450.699555949148,13.7833410637355,2.26000931286555,2.93419154732981,1.21045672584759,0.0850547378066482,0.164482511517889,1.02649420255074,1.00004637152946,0.959235225111907,52.25,545.1818182,119.5510204,31.28305085,8.885"
"2025-04-12 05:00:00,5,2025-04-12,""ATB"",""CRDS.1"",591.648221809981,439.719816801167,443.7430629885,13.9207430252835,2.06547867659111,2.39311089561944,1.06110628190257,0.0836512373685148,0.154666500834278,1.04605114040648,1.01118404454833,0.975027440716185,48.25,545.1818182,119.5510204,31.28305085,9.3125"
"2025-04-12 06:00:00,6,2025-04-12,""ATB"",""CRDS.1"",611.573587832963,442.782371638186,453.8691651895,17.6185620255944,2.20813726705352,3.23724691925926,0.979286901466647,0.0794529907974907,0.142407560060555,1.05735780026694,1.02212411554,0.987486560901426,47.75,545.1818182,119.5510204,31.28305085,9.8525"
"2025-04-12 07:00:00,7,2025-04-12,""ATB"",""CRDS.1"",623.874499138028,440.833379254296,473.176679474278,18.3952390711065,2.39368059173537,5.13783166381074,1.07038780422917,0.0845067238309092,0.181413960487389,1.06579425540685,1.01266722750506,1.01756166600443,49.25,545.1818182,119.5510204,31.28305085,10.31833333"
"2025-04-12 08:00:00,8,2025-04-12,""ATB"",""CRDS.1"",592.710188683398,433.335817457296,463.561492841796,15.8136615551623,2.31605932204148,5.11553017101444,1.09177891166952,0.0900115881090925,0.191894963670222,1.06011645788037,0.999570421352592,0.978131941164444,50.25,545.1818182,119.5510204,31.28305085,10.82833333"
"2025-04-12 09:00:00,9,2025-04-12,""ATB"",""CRDS.1"",599.675647556315,433.071146471926,446.964642631389,16.9737406587963,2.39161917265537,4.00305855586593,1.02633204946158,0.0868039341358667,0.14834792387313,1.05485918118139,1.0038111591797,0.976187246792556,50.5,545.1818182,119.5510204,31.28305085,13.40166667"
"2025-04-12 10:00:00,10,2025-04-12,""ATB"",""CRDS.1"",565.356152142991,428.077517340852,442.303272510982,14.2915112489734,2.07538932195797,3.37420097177481,0.966751114716417,0.0802061392301111,0.146840339570351,1.04893114733352,1.00157808337495,0.977630592570518,47.5,545.1818182,119.5510204,31.28305085,18.76916667"
"2025-04-12 11:00:00,11,2025-04-12,""ATB"",""CRDS.1"",527.313659840787,428.688280841037,430.864714392648,11.0468452113647,2.23291037021592,2.46333737489463,0.799963279349685,0.0750606176338,0.1426474986105,1.02653559127102,0.972255532423834,0.966005886920907,47,545.1818182,119.5510204,31.28305085,19.75583333"
"2025-04-12 12:00:00,12,2025-04-12,""ATB"",""CRDS.1"",538.074516340676,428.709236839815,425.378142059963,11.8750786485693,2.44806625836926,2.20270795607482,0.93075723506751,0.0753043205015722,0.107224438566822,1.03393403937685,0.960523913180037,0.952272020932926,46.25,545.1818182,119.5510204,31.28305085,21.28583333"
"2025-04-12 13:00:00,13,2025-04-12,""ATB"",""CRDS.1"",545.959775900472,423.115051821444,423.862358653759,12.4289750158456,2.03787364611278,2.22915408024426,1.16246990174078,0.0717532379731741,0.0982142420579315,1.02196019450174,0.90946185642863,0.945871934354777,46,545.1818182,119.5510204,31.28305085,21.39333333"
"2025-04-12 14:00:00,14,2025-04-12,""ATB"",""CRDS.1"",521.329396165509,424.719095127556,429.847611055352,10.542997867356,2.25438729288055,2.82735506325371,1.19665514887119,0.0661121194802907,0.132850971987719,0.952014407764334,0.849331807006667,0.906702550949315,46.5,545.1818182,119.5510204,31.28305085,18.80666667"
"2025-04-12 15:00:00,15,2025-04-12,""ATB"",""CRDS.1"",524.72093316438,422.102586882259,424.074434142037,10.8983203960648,2.04215288059037,2.36466141255389,0.952403230417344,0.0572884157700092,0.129434069405767,0.919618038891889,0.814488379817129,0.878344534924685,44.5,545.1818182,119.5510204,31.28305085,21.35333333"
"2025-04-12 16:00:00,16,2025-04-12,""ATB"",""CRDS.1"",511.835298643528,423.823589735223,419.682538371555,9.91757904711138,2.26612186872611,2.05348058385204,0.889929199585704,0.061623429469463,0.08936128005525,0.896210503981129,0.785486105663759,0.86623981172863,44.75,545.1818182,119.5510204,31.28305085,19.65"
"2025-04-12 17:00:00,17,2025-04-12,""ATB"",""CRDS.1"",566.97690869012,432.704523921,420.701236820277,14.5975360029655,2.92773812770871,2.11890004963741,1.00457399423469,0.124537440886783,0.0718236623011426,0.81574288835424,0.682067438589,0.807120827516518,46.75,545.1818182,119.5510204,31.28305085,15.295"
"2025-04-12 18:00:00,18,2025-04-12,""ATB"",""CRDS.1"",625.732222360972,442.367777709018,420.528569491982,19.3974694044611,4.00057674349555,2.05601883069463,1.39468991651917,0.156033455785969,0.0685683763054704,0.883733904782861,0.76045594100024,0.805411015296185,46.75,545.1818182,119.5510204,31.28305085,12.14916667"
"2025-04-12 19:00:00,19,2025-04-12,""ATB"",""CRDS.1"",697.249559350287,425.436243659629,423.460636930333,25.441944047512,2.44747962508518,2.07637630228851,1.40551031793343,0.100080615114339,0.0671794616806611,0.986379890579937,0.880218178405815,0.88339884861687,47.5,545.1818182,119.5510204,31.28305085,10.58333333"
"2025-04-12 20:00:00,20,2025-04-12,""ATB"",""CRDS.1"",769.654471457,433.075630639037,431.260010263278,30.6651965412463,2.40955840320352,2.12543485871555,1.46122399754426,0.0873163884727721,0.0654607759980703,1.02177102204853,0.889214850898389,0.885256758256167,47.25,545.1818182,119.5510204,31.28305085,9.678333333"
"2025-04-12 21:00:00,21,2025-04-12,""ATB"",""CRDS.1"",781.17507867875,439.331342095574,438.883321383259,30.2280993150824,2.04367587102759,2.08871164618259,1.56354327706685,0.0825357549453722,0.0650311434069593,1.00011044416222,0.844409593955185,0.860269274851056,47.75,545.1818182,119.5510204,31.28305085,8.9425"
"2025-04-12 22:00:00,22,2025-04-12,""ATB"",""CRDS.1"",762.344363981333,450.184747033389,444.814458595407,27.2157231262324,2.76822256308018,2.07584383839889,1.73383743733028,0.0871288207994648,0.0637715740748667,0.933365960238435,0.799804109622019,0.791829244258037,46.5,545.1818182,119.5510204,31.28305085,8.393333333"
"2025-04-12 23:00:00,23,2025-04-12,""ATB"",""CRDS.1"",733.337554290194,438.141149364074,441.902280424852,25.2394333035324,2.03298388655778,2.05286680398482,1.45753304326296,0.0862223241035648,0.0609573486143723,0.923423808924528,0.849776923678204,0.8064094480265,45.5,545.1818182,119.5510204,31.28305085,7.313333333"
"2025-04-13 00:00:00,0,2025-04-13,""ATB"",""CRDS.1"",698.922974754102,448.684203894481,443.90439277513,22.0514470129176,2.54308514269093,2.04901473714796,1.37293284785454,0.0800612334908334,0.0619695998842593,0.939124480805361,0.870578423073426,0.841145592973204,49,545.1818182,119.5510204,31.075,8.0475"
"2025-04-13 01:00:00,1,2025-04-13,""ATB"",""CRDS.1"",702.380779717139,458.84860217274,458.351069088203,21.4770736285185,2.27342899596352,2.13325980135685,1.31507765458574,0.0815948095125222,0.0658964454075833,0.937123764365741,0.885064167483315,0.886047163168889,49,545.1818182,119.5510204,31.075,7.1225"
"2025-04-13 02:00:00,2,2025-04-13,""ATB"",""CRDS.1"",645.114550079778,440.797717889222,449.843675318388,17.1487317067821,2.0354272547,2.06717286389,1.12947720752353,0.0758351263823574,0.0687580921056851,0.956977062797083,0.929924415990203,0.924992661328482,49.75,545.1818182,119.5510204,31.075,7.5725"
"2025-04-13 03:00:00,3,2025-04-13,""ATB"",""CRDS.1"",601.84649589012,448.283105401092,451.558385820019,13.413260656278,2.05450219294,2.05704890465593,0.80794083010362,0.0625998432111056,0.0551637622686019,0.932737525037453,0.897167829500741,0.873362438970222,50.25,545.1818182,119.5510204,31.075,8.071666667"
"2025-04-13 04:00:00,4,2025-04-13,""ATB"",""CRDS.1"",606.815422204481,459.292054873944,453.968396732186,13.5308012926549,2.10699662492555,2.06828665643908,0.811972294764009,0.0653682142666056,0.0580453076309093,0.918766113987343,0.905956283712852,0.889880331345407,52.75,545.1818182,119.5510204,31.075,8.995"
"2025-04-13 05:00:00,5,2025-04-13,""ATB"",""CRDS.1"",587.288142420287,463.682227921815,453.357002758167,12.473045035397,2.13806299891315,2.09856382910445,0.826716931317037,0.0625548399254204,0.0593557369500167,0.91586978708488,0.899399802158796,0.884961589285148,53,545.1818182,119.5510204,31.075,11.76333333"
"2025-04-13 06:00:00,6,2025-04-13,""ATB"",""CRDS.1"",743.74191544763,451.58426328287,442.953091992148,28.8702817033037,2.12179144353333,2.21900496152944,0.937017637054241,0.0644743594795555,0.0645428904309037,0.967856757549704,0.901651177541056,0.900735484392241,51,545.1818182,119.5510204,31.075,16.02"
"2025-04-13 07:00:00,7,2025-04-13,""ATB"",""CRDS.1"",688.911351259055,437.563027959519,438.257627330815,25.3449904505343,2.08624025175667,2.13226415439537,0.851443531126565,0.0672959581053926,0.0636229516651518,0.982055977599241,0.912574437685666,0.903553034451963,49.25,545.1818182,119.5510204,31.075,19.66416667"
"2025-04-13 08:00:00,8,2025-04-13,""ATB"",""CRDS.1"",649.504480153046,433.08905053337,434.401822099685,21.8202493804944,2.08301586814222,2.23968358696371,0.853270226715445,0.0699111247157796,0.0667279809650241,1.00978990637193,0.944445080795407,0.912155459854796,46.25,545.1818182,119.5510204,31.075,20.4425"
"2025-04-13 09:00:00,9,2025-04-13,""ATB"",""CRDS.1"",595.688745943167,429.197401338722,430.278854962315,17.3477811753345,2.06639715323703,2.25796336717241,0.906706370192693,0.0683840403502574,0.0750596091302592,1.0474179346196,0.962606605025518,0.948046874646074,49.5,545.1818182,119.5510204,31.075,22.9175"
"2025-04-13 10:00:00,10,2025-04-13,""ATB"",""CRDS.1"",610.80183219863,425.250451167278,428.317172922833,18.821748650113,2.05515889780445,2.36183016834296,1.39783628623093,0.0749623800034537,0.0845174600304056,1.08404100261157,0.997057792957335,0.977108907312556,46.25,545.1818182,119.5510204,31.075,22.21083333"
"2025-04-13 11:00:00,11,2025-04-13,""ATB"",""CRDS.1"",558.733601095759,423.434123473463,425.860854135111,14.2146402620433,2.04359329165925,2.41100359427686,1.40185183646676,0.0699497397405555,0.0928321213200704,1.08672789203778,0.98464638764663,1.00383609684083,48.25,545.1818182,119.5510204,31.075,23.2575"
"2025-04-13 12:00:00,12,2025-04-13,""ATB"",""CRDS.1"",550.396782931796,422.256187551685,422.969198495556,13.0473890098121,2.03428303667204,2.37620336921296,1.37746650428908,0.0680106773270889,0.105663843036732,1.09733217024472,1.00403154319537,1.05171862427898,46.75,545.1818182,119.5510204,31.075,23.03416667"
"2025-04-13 13:00:00,13,2025-04-13,""ATB"",""CRDS.1"",507.009305120667,420.949654845259,422.451501801167,9.28704827832833,2.02646834443741,2.29785278397037,1.13768737468056,0.0656561347717685,0.0999352049005741,1.0994891550663,1.02259905046087,1.06692139390778,47.25,545.1818182,119.5510204,31.075,22.05166667"
"2025-04-13 14:00:00,14,2025-04-13,""ATB"",""CRDS.1"",499.426311788037,420.534796047834,421.572966778981,8.85115845893279,2.02607506371055,2.30643849870907,0.981072693670712,0.0634244823479,0.101208557512707,1.12193723660546,1.04290878217926,1.10138564970278,50.75,545.1818182,119.5510204,31.075,19.90166667"
"2025-04-13 15:00:00,15,2025-04-13,""ATB"",""CRDS.1"",501.720973188426,421.295579060926,428.850620159037,8.86007887077824,2.07211175567907,2.79752004271148,0.761579643653398,0.0619946981360407,0.126750263489037,1.11778060317954,1.06473623383703,1.11318137938185,50.25,545.1818182,119.5510204,31.075,20.78416667"
"2025-04-13 16:00:00,16,2025-04-13,""ATB"",""CRDS.1"",512.877443917871,424.054429641018,446.818350770204,9.57963470346767,2.1174580733487,4.06366807659111,0.876815647121871,0.0651314520932186,0.211995159793444,1.15218252852065,1.11762842055778,1.13780924990833,50,545.1818182,119.5510204,31.075,19.8125"
"2025-04-13 17:00:00,17,2025-04-13,""ATB"",""CRDS.1"",513.708705406454,420.983439025537,445.254434678759,9.67290338036657,2.09742586251592,4.09756799923815,0.876951850504824,0.0712519146282463,0.218445812944796,1.1945313987825,1.13465594331704,1.17578662770852,46.5,545.1818182,119.5510204,31.075,17.80416667"
"2025-04-13 18:00:00,18,2025-04-13,""ATB"",""CRDS.1"",562.130195148259,422.378156973666,454.146966770852,13.4494110628638,2.12926190473,4.86545374897703,1.14573703216786,0.069925537085687,0.271583138039463,1.18147714951185,1.11044130884093,1.15358823081667,47,545.1818182,119.5510204,31.075,16.905"
"2025-04-13 19:00:00,19,2025-04-13,""ATB"",""CRDS.1"",673.603121696315,429.005716579111,472.701726924611,21.6729598371667,2.21826479665963,5.80127838543685,1.797838775715,0.0840316731107814,0.380467315336259,1.26476946062806,1.15003710987167,1.18516148327556,46.25,545.1818182,119.5510204,31.075,14.97583333"
